generation,solution,fitness
1,[224.25506371886496],[180224.25506371885]
1,[324.98771052539774],[84324.9877105254]
1,[305.4704014982704],[100305.47040149827]
1,[230.14984544344992],[176230.14984544346]
1,[535.1978441734748],[535.1978441734748]
1,[192.5199635809525],[203192.51996358094]
1,[109.830712715022],[286109.83071271505]
1,[576.626015751856],[576.626015751856]
1,[440.22540236551964],[440.22540236551964]
2,[440.22540236551964],[440.22540236551964]
2,[443.4876530337725],[443.4876530337725]
2,[444.8489052432122],[444.8489052432122]
2,[535.1978441734748],[535.1978441734748]
2,[551.6767236008947],[551.6767236008947]
2,[565.4427167401682],[565.4427167401682]
2,[571.9846781495962],[571.9846781495962]
2,[576.626015751856],[576.626015751856]
2,[414.65298654208004],[6414.65298654208]
3,[440.22540236551964],[440.22540236551964]
3,[443.4861336131607],[443.4861336131607]
3,[443.4876530337725],[443.4876530337725]
3,[444.8489052432122],[444.8489052432122]
3,[444.85042466382407],[444.85042466382407]
3,[447.25338175563024],[447.25338175563024]
3,[449.33243271046223],[449.33243271046223]
3,[451.8252976713319],[451.8252976713319]
3,[512.2221548778375],[512.2221548778375]
4,[430.8403920385793],[430.8403920385793]
4,[440.22540236551964],[440.22540236551964]
4,[440.56663470561966],[440.56663470561966]
4,[443.4861336131607],[443.4861336131607]
4,[443.4876530337725],[443.4876530337725]
4,[443.5754855866038],[443.5754855866038]
4,[444.0284032585775],[444.0284032585775]
4,[444.8489052432122],[444.8489052432122]
4,[444.85042466382407],[444.85042466382407]
5,[430.8403920385793],[430.8403920385793]
5,[440.22540236551964],[440.22540236551964]
5,[440.56663470561966],[440.56663470561966]
5,[441.0069564578833],[441.0069564578833]
5,[443.4861336131607],[443.4861336131607]
5,[443.4876530337725],[443.4876530337725]
5,[443.5754855866038],[443.5754855866038]
5,[443.6210472623366],[443.6210472623366]
5,[444.0284032585775],[444.0284032585775]
6,[430.8403920385793],[430.8403920385793]
6,[440.22540236551964],[440.22540236551964]
6,[440.2678899878019],[440.2678899878019]
6,[440.56663470561966],[440.56663470561966]
6,[440.96446883560105],[440.96446883560105]
6,[441.0069564578833],[441.0069564578833]
6,[442.40963051846893],[442.40963051846893]
6,[443.4861336131607],[443.4861336131607]
6,[443.4876530337725],[443.4876530337725]
7,[421.1348560755955],[421.1348560755955]
7,[425.7493009514959],[425.7493009514959]
7,[430.8403920385793],[430.8403920385793]
7,[433.38955661323655],[433.38955661323655]
7,[440.22540236551964],[440.22540236551964]
7,[440.2678899878019],[440.2678899878019]
7,[440.5173559345301],[440.5173559345301]
7,[440.56663470561966],[440.56663470561966]
7,[440.96446883560105],[440.96446883560105]
8,[421.1348560755955],[421.1348560755955]
8,[421.4296423384007],[421.4296423384007]
8,[425.64322730244055],[425.64322730244055]
8,[425.7493009514959],[425.7493009514959]
8,[430.53275295036235],[430.53275295036235]
8,[430.8403920385793],[430.8403920385793]
8,[431.3950633423618],[431.3950633423618]
8,[433.38955661323655],[433.38955661323655]
8,[437.48994732744285],[437.48994732744285]
9,[421.1348560755955],[421.1348560755955]
9,[421.4128418287271],[421.4128418287271]
9,[421.4296423384007],[421.4296423384007]
9,[421.564106098612],[421.564106098612]
9,[424.83818254486334],[424.83818254486334]
9,[425.5087635422292],[425.5087635422292]
9,[425.64322730244055],[425.64322730244055]
9,[425.6785656444615],[425.6785656444615]
9,[425.7493009514959],[425.7493009514959]
10,[421.1348560755955],[421.1348560755955]
10,[421.2017170645576],[421.2017170645576]
10,[421.4128418287271],[421.4128418287271]
10,[421.4296423384007],[421.4296423384007]
10,[421.4315014903099],[421.4315014903099]
10,[421.564106098612],[421.564106098612]
10,[424.83818254486334],[424.83818254486334]
10,[425.5087635422292],[425.5087635422292]
10,[425.6288943581883],[425.6288943581883]
11,[421.13290954839744],[421.13290954839744]
11,[421.1345847576386],[421.1345847576386]
11,[421.1348560755955],[421.1348560755955]
11,[421.1834469833427],[421.1834469833427]
11,[421.2017170645576],[421.2017170645576]
11,[421.4128418287271],[421.4128418287271]
11,[421.413113146684],[421.413113146684]
11,[421.4296423384007],[421.4296423384007]
11,[421.4315014903099],[421.4315014903099]
12,[421.13290954839744],[421.13290954839744]
12,[421.1345847576386],[421.1345847576386]
12,[421.1348560755955],[421.1348560755955]
12,[421.1355715066965],[421.1355715066965]
12,[421.1516209585848],[421.1516209585848]
12,[421.156523238522],[421.156523238522]
12,[421.1834469833427],[421.1834469833427]
12,[421.2017170645576],[421.2017170645576]
12,[421.39144598375754],[421.39144598375754]
