iter,fitness,timestep,solution
1,475.0,22:39:18.613,475.0
2,474.00000000252476,22:40:19.978,474.00000000252476
3,473.0000000050495,22:41:18.340,473.0000000050495
4,469.00000001514854,22:42:18.506,469.00000001514854
5,453.00000005554466,22:43:24.668,453.00000005554466
6,24389.00000021713,22:44:28.801,389.0000002171291
7,452.9715429580899,22:45:20.949,452.9715429580899
8,452.94311116708514,22:46:17.088,452.94311116708514
9,420.97155569210713,22:47:12.259,420.97155569210713
10,420.96445564066937,22:48:01.349,420.96445564066937
11,420.9573587427054,22:48:47.432,420.9573587427054
12,13404.978679479917,22:49:34.548,404.9786794799173
13,420.9540847617447,22:50:15.666,420.9540847617447
14,473.83790090507017,22:51:14.797,473.83790090507017
15,438.4992307788483,22:51:52.882,438.4992307788483
16,426.7735419873157,22:52:30.955,426.7735419873157
17,422.88285291655245,22:53:09.053,422.88285291655245
18,421.5918872671988,22:53:46.145,421.5918872671988
19,421.16353324634974,22:54:20.240,421.16353324634974
20,421.02140152751343,22:54:54.325,421.02140152751343
21,420.9742409452853,22:55:28.405,420.9742409452853
22,420.95859264343017,22:56:04.478,420.95859264343017
23,420.9534004074094,22:56:34.564,420.9534004074094
24,592.36113336307,23:02:40.501,592.36113336307
25,477.5932124768224,23:03:12.572,477.5932124768224
26,439.668638780729,23:03:44.650,439.668638780729
27,427.13662392044864,23:04:18.727,427.13662392044864
28,422.99547265224106,23:04:52.806,422.99547265224106
29,421.62704674332736,23:05:26.883,421.62704674332736
30,421.17485619378516,23:06:00.962,421.17485619378516
31,421.02543174099964,23:06:35.041,421.02543174099964
32,420.97605506421036,23:07:07.153,420.97605506421036
33,420.9597387539494,23:07:37.229,420.9597387539494
34,420.9543471091742,23:08:07.290,420.9543471091742
