iter,fitness,timestep,solution
1,537.5,22:39:18.613,537.5
2,536.5000000025248,22:40:19.986,536.5000000025248
3,535.5000000050495,22:41:21.203,535.5000000050495
4,531.5000000151485,22:42:19.410,531.5000000151485
5,515.5000000555447,22:43:26.611,515.5000000555447
6,451.5000002171291,22:44:29.787,451.5000002171291
7,201195.50000086345,22:45:21.978,195.500000863467
8,451.44564705227106,22:46:19.167,451.44564705227106
9,451.39131696762024,22:47:15.349,451.39131696762024
10,86323.44565891555,22:48:02.502,323.4456589155436
11,451.35958411401873,22:48:49.647,451.35958411401873
12,451.3278670010685,22:49:35.786,451.3278670010685
13,26387.386762958307,22:50:15.891,387.38676295830606
14,451.3016481425656,22:50:55.980,451.3016481425656
15,451.2754507859918,22:51:34.080,451.2754507859918
16,1419.331106872149,22:52:12.174,419.3311068721489
17,451.104462015296,22:52:49.246,451.104462015296
18,450.93530375065194,22:53:26.348,450.93530375065194
19,435.13320531140045,22:54:00.432,435.13320531140045
20,435.09147740326677,22:54:34.527,435.09147740326677
21,435.049969873244,22:55:08.623,435.049969873244
22,427.19053837269644,22:55:42.730,427.19053837269644
