date,Controller1-0.time-based_0-flow2b,Controller1-0.time-based_0-res_load,Controller1-0.time-based_0-dump,Battery1-0.time-based_0-soc,Battery1-0.time-based_0-p_in,Battery1-0.time-based_0-p_out,PV1-0.time-based_0-pv_gen,Wind1-0.time-based_0-wind_gen,Load1-0.time-based_0-load_dem
2012-07-06 15:30:00,0.2642736566130882,-0.2642736566130882,-0.0,32.835,0.2793392205331069,0.2793392205331069,0.2905196551688807,0.2093675974442075,0.235613596
2012-07-06 15:45:00,0.45256,-1.6692021557793433,1.2166421557793432,33.43,0.2642736566130882,0.2642736566130882,1.6948853221099212,0.1923621966694221,0.218045363
2012-07-06 16:00:00,0.1857577517658523,-0.1857577517658523,-0.0,34.448,0.45256,0.45256,0.2637087498453216,0.1379022849205307,0.215853283
060585327,0.224444508,,,,,,,,
2012-07-06 16:15:00,0.1366644889358212,-0.1366644889358212,-0.0,34.866,0.1857577517658523,0.1857577517658523,0.247056276329968,0.1140527206058532,0.224444508
0.205378102,,,,,,,,,
2012-07-06 16:30:00,0.438616,-1.8377049868405224,1.3990889868405223,35.173,0.1366644889358212,0.1366644889358212,1.929999649604208,0.1130834392363141,0.205378102
2012-07-06 17:00:00,0.066267845246957,-0.066267845246957,-0.0,36.324,0.0727997474410176,0.0727997474410176,0.2001470133600524,0.0782821008869045,0.212161269
2012-07-06 17:15:00,0.428216,-2.089764590029331,1.661548590029331,36.473,0.066267845246957,0.066267845246957,2.132349803990456,0.104605851038875,0.147191065
2012-07-06 17:30:00,0.2045729634676086,-0.2045729634676086,-0.0,37.436,0.428216,0.428216,0.1795473163979172,0.0987541220696913,0.073728475
2012-07-06 17:30:00,0.2045729634676086,-0.2045729634676086,-0.0,37.436,0.428216,0.428216,0.1795473163979172,0.0987541220696913,0.073728475
2012-07-06 17:45:00,0.2608898340958419,-0.2608898340958419,-0.0,37.896,0.2045729634676086,0.2045729634676086,0.169262467663853,0.1679906924319887,0.076363326
27681972,,,,,,,,,
2012-07-06 18:00:00,0.412136,-0.8463562869717058,0.4342202869717058,38.483,0.2608898340958419,0.2608898340958419,1.373507493264639,0.1005307657070669,0.627681972
2012-07-06 18:15:00,-0.23528,0.4919760165427245,-0.2566960165427245,39.41,0.412136,0.412136,0.1615601408614244,0.1189822855958511,0.772518443
2012-07-06 18:30:00,-0.1324954223432544,0.1324954223432544,-0.0,38.756,-0.23528,-0.23528,0.7633318337824958,0.1515690588742498,1.047396315
72314,0.1789153420066255,1.228276341,,,,,,,
2012-07-06 18:45:00,-0.2271039999999999,0.8986382054206512,-0.6715342054206512,38.388,-0.1324954223432544,-0.1324954223432544,0.1507227935727231,0.1789153420066255,1.228276341
2012-07-06 19:00:00,-0.222056,0.3874669294272483,-0.1654109294272483,37.757,-0.2271039999999999,-0.2271039999999999,0.1437254562814931,0.1492312742912584,0.68042366
2012-07-06 19:15:00,0.42288,-0.9381383660081912,0.5152583660081911,37.14,-0.222056,-0.222056,1.1727651953011242,0.1005307657070669,0.335157595
2012-07-06 19:30:00,-0.1276681850256225,0.1276681850256225,-0.0,38.091,0.42288,0.42288,0.1296043075547635,0.0821250694196138,0.339397562
618532116004,0.326436534,,,,,,,,
2012-07-06 19:45:00,-0.0812683426734679,0.0812683426734679,-0.0,37.736,-0.1276681850256225,-0.1276681850256225,0.122652006005372,0.12251618532116,0.326436534
6157869,,,,,,,,,
2012-07-06 20:00:00,0.41992,-0.937303404778674,0.517383404778674,37.51,-0.0812683426734679,-0.0812683426734679,1.0324432889652266,0.0910179848134474,0.186157869
2012-07-06 20:15:00,0.0506027766532025,-0.0506027766532025,-0.0,38.455,0.41992,0.41992,0.1311712485695178,0.0749276200836846,0.155496092
2012-07-06 20:30:00,-0.089247541274839,0.089247541274839,-0.0,38.569,0.0506027766532025,0.0506027766532025,0.0426723313580182,0.0624676433671427,0.194387516
2012-07-06 20:45:00,-0.0910075776604816,0.0910075776604816,-0.0,38.321,-0.089247541274839,-0.089247541274839,0.0065713059038311,0.1064517944356871,0.204030678
2012-07-06 21:00:00,-0.0372560037804879,0.0372560037804879,-0.0,38.068,-0.0910075776604816,-0.0910075776604816,0.0,0.124566623219512,0.161822627
42,,,,,,,,,
2012-07-06 21:15:00,0.0007480893680565,-0.0007480893680565,-0.0,37.965,-0.0372560037804879,-0.0372560037804879,0.0,0.1009782313680565,0.100230142
2012-07-06 21:30:00,-0.049612809030737,0.049612809030737,-0.0,37.967,0.0007480893680565,0.0007480893680565,0.0,0.0674761219692629,0.117088931
2012-07-06 21:45:00,-0.0257328365354706,0.0257328365354706,-0.0,37.829,-0.049612809030737,-0.049612809030737,0.0,0.0583328044645293,0.084065641
2012-07-06 22:00:00,-0.0342527237499436,0.0342527237499436,-0.0,37.758,-0.0257328365354706,-0.0257328365354706,0.0,0.0509019592500563,0.085154683
2012-07-06 22:15:00,-0.0725581976297947,0.0725581976297947,-0.0,37.663,-0.0342527237499436,-0.0342527237499436,0.0,0.0494959083702053,0.122054106
2012-07-06 22:30:00,-0.0247447737434118,0.0247447737434118,-0.0,37.461,-0.0725581976297947,-0.0725581976297947,0.0,0.0577133462565881,0.08245812
9,,,,,,,,,
2012-07-06 22:45:00,-0.0474650517230698,0.0474650517230698,-0.0,37.392,-0.0247447737434118,-0.0247447737434118,0.0,0.0386929772769301,0.086158029
2012-07-06 23:00:00,-0.0907437550157693,0.0907437550157693,-0.0,37.26,-0.0474650517230698,-0.0474650517230698,0.0,0.0249163969842306,0.115660152
2012-07-06 23:15:00,-0.0895456195857358,0.0895456195857358,-0.0,37.008,-0.0907437550157693,-0.0907437550157693,0.0,0.0288049884142641,0.118350608
2012-07-06 23:30:00,-0.07168876409263239,0.07168876409263239,-0.0,36.759,-0.0895456195857358,-0.0895456195857358,0.0,0.028035185907367612,0.09972395
