date,Controller1.flow2b,Controller1.res_load,Controller1.dump,Battery1.p_out,Battery1.soc,PV1.pv_gen,Wind1.wind_gen,Load1.load_dem
2012-06-01 20:15:00,0,17.278415468672076,-17.278415468672076,0,10,0.011,0.05320661132792284,17.342622079999998
2012-06-01 20:30:00,0,18.56004369976089,-18.56004369976089,0,10,0.004,0.06781922023910926,18.63186292
2012-06-01 20:45:00,0,17.345632562140175,-17.345632562140175,0,10,0.001,0.04866483785982543,17.3952974
2012-06-01 21:00:00,0,18.252713286574725,-18.252713286574725,0,10,0.0,0.0605357934252749,18.31324908
2012-06-01 21:15:00,0,17.097588807249668,-17.097588807249668,0,10,0.0,0.0634487927503319,17.1610376
2012-06-01 21:30:00,0,11.068192725997351,-11.068192725997351,0,10,0.0,0.06645377400264914,11.1346465
2012-06-01 21:45:00,0,15.860720948961125,-15.860720948961125,0,10,0.0,0.10460585103887507,15.9653268
2012-06-01 22:00:00,0,16.05445168411846,-16.05445168411846,0,10,0.0,0.08173523588153826,16.13618692
2012-06-01 22:15:00,0,16.522096425472693,-16.522096425472693,0,10,0.0,0.08609179452730621,16.60818822
2012-06-01 22:30:00,0,13.939622701304184,-13.939622701304184,0,10,0.0,0.08812217869581503,14.02774488
2012-06-01 22:45:00,0,7.10140613156133,-7.10140613156133,0,10,0.0,0.07095958843867008,7.17236572
2012-06-01 23:00:00,0,6.8418427063424705,-6.8418427063424705,0,10,0.0,0.08095927365752871,6.922801979999999
2012-06-01 23:15:00,0,3.367778634141353,-3.367778634141353,0,10,0.0,0.08488866585864724,3.4526673000000003
2012-06-01 23:30:00,0,3.620959667532922,-3.620959667532922,0,10,0.0,0.1815528724670779,3.80251254
