iter,fitness,timestep,solution
1,465.99697090570254,16:14:20.946,465.99697090570254
2,464.99697090570254,16:15:36.087,464.99697090570254
3,463.99697090570254,16:16:46.623,463.99697090570254
4,459.99697090570254,16:17:51.909,459.99697090570254
5,443.99697090570254,16:19:04.203,443.99697090570254
6,31379.996970905704,16:20:16.380,379.99697090570254
7,443.974937116464,16:21:32.273,443.974937116464
8,443.95291850033885,16:22:41.330,443.95291850033885
9,8411.97494470302,16:23:53.616,411.9749447030207
10,443.93159803997634,16:25:01.109,443.93159803997634
11,443.91030601082275,16:26:09.475,443.91030601082275
12,427.9426253569217,16:27:22.751,427.9426253569217
13,427.93731149697436,16:28:36.706,427.93731149697436
14,427.93200117390364,16:29:46.469,427.93200117390364
15,419.95347293846214,16:31:00.988,419.95347293846214
16,6414.68719331297,16:33:01.113,414.68719331296955
17,419.9513763781117,16:34:32.026,419.9513763781117
18,4417.318899898831,16:36:46.380,417.31889989883086
19,419.9506064846922,16:38:06.362,419.9506064846922
20,2418.9506064846923,16:39:35.889,418.9506064846922
21,419.95052314413545,16:41:11.023,419.95052314413545
22,1419.4505231510811,16:43:15.650,419.4505231510811
23,419.9503981611472,16:44:24.456,419.9503981611472
24,1419.7004398314255,16:46:28.963,419.7004398314255
25,419.95034610160275,16:47:43.202,419.95034610160275
26,1419.8253877618645,16:49:24.582,419.82538776186436
27,419.9503330902503,16:50:46.634,419.9503330902503
28,1419.887859125085,16:52:50.782,419.88785912508513
29,419.95032983785376,16:53:57.181,419.95032983785376
30,419.91909415625014,16:55:29.638,419.91909415625014
31,419.8984789803954,16:57:02.130,419.8984789803954
32,419.89146986949964,16:58:43.410,419.89146986949964
