iter,fitness,timestep,solution
1,533.0880728874677,16:14:21.322,533.0880728874677
2,532.0880728874677,16:15:36.092,532.0880728874677
3,531.0880728874677,16:16:46.623,531.0880728874677
4,527.0880728874677,16:17:51.899,527.0880728874677
5,511.08807288746766,16:19:04.206,511.08807288746766
6,447.08807288746766,16:20:16.390,447.08807288746766
7,204191.08807288748,16:21:32.250,191.08807288746766
8,447.03447345773077,16:22:43.217,447.03447345773077
9,446.9808964820968,16:23:58.155,446.9808964820968
10,91319.03448468479,16:25:09.335,319.0344846847822
11,446.95089445027924,16:26:21.288,446.95089445027924
12,446.9209064917575,16:27:34.544,446.9209064917575
13,29382.97769558827,16:28:43.528,382.97769558826985
14,446.8973943650341,16:29:53.425,446.8973943650341
15,446.87389953112336,16:31:10.314,446.87389953112336
16,6414.925797559697,16:32:31.117,414.9257975596966
17,446.8455190454472,16:33:55.661,446.8455190454472
18,446.8171889849752,16:35:26.197,446.8171889849752
19,430.8714932723359,16:36:50.363,430.8714932723359
20,430.86442684290955,16:38:10.063,430.86442684290955
21,430.85736667670955,16:39:39.342,430.85736667670955
22,422.8915821182031,16:41:17.337,422.8915821182031
