iter,fitness,timestep,solution
1,216178.00932022123,16:14:22.981,178.00932022121827
2,212179.1693202212,16:15:42.071,179.16932022121827
3,189211.64932022122,16:16:52.723,211.64932022121783
4,76337.33279848208,16:17:58.972,337.33279848208565
5,97310.63896239128,16:19:10.221,310.6389623912819
6,76337.33143972061,16:20:20.477,337.33143972061885
7,85323.98452174442,16:22:15.002,323.9845217444168
8,76337.3292885489,16:23:26.397,337.3292885489093
9,80330.65650891948,16:25:18.757,330.65650891947377
10,76337.32805033559,16:26:31.189,337.32805033559356
11,78333.9920567779,16:28:22.995,333.9920567779025
12,76337.32738181893,16:29:33.997,337.32738181892995
13,77335.65960790463,16:31:33.313,335.65960790463225
14,76337.32704765306,16:32:53.078,337.327047653065
15,76336.49327209716,16:35:06.534,336.4932720971559
16,77335.94304427181,16:37:21.800,335.9430442718106
17,76336.49323216453,16:38:42.906,336.49323216452956
18,76337.09279848209,16:41:04.650,337.09279848208564
19,76336.13279848208,16:42:38.793,336.1327984820856
20,79332.29279848209,16:43:48.256,332.29279848208546
21,76336.13260167003,16:45:06.289,336.1326016700304
22,78334.21260168012,16:47:09.610,334.21260168012253
23,76336.13233110815,16:48:20.805,336.13233110814485
24,77335.17242951196,16:50:09.608,335.1724295119654
25,76336.13222046458,16:51:35.047,336.1322204645907
26,77335.6523065501,16:53:28.969,335.6523065500881
27,76336.13217437339,16:54:28.443,336.1321743733793
28,77335.8922358545,16:56:05.816,335.8922358544951
29,76336.13216285582,16:57:04.125,336.13216285581535
30,77336.01219820364,16:58:45.419,336.01219820363394
31,76336.13216055278,16:59:52.620,336.1321605527728
32,77335.89216055277,17:00:52.889,335.8921605527728
33,76336.13215824832,17:01:43.345,336.1321582483285
34,77336.01215824836,17:02:45.527,336.0121582483506
35,76336.1321553679,17:03:29.658,336.13215536789505
36,77336.07215652011,17:04:35.840,336.07215652010893
37,76336.13215464787,17:05:18.968,336.13215464786856
38,77336.102155512,17:06:25.179,336.10215551198974
39,76336.13215446786,17:07:07.308,336.1321544678721
40,76336.11715497193,17:08:11.498,336.11715497193177
41,76336.1072553253,17:09:18.679,336.10725532531023
42,77336.10388944816,17:10:24.864,336.103889448165
43,76336.10725532382,17:11:08.982,336.10725532381673
