iter,fitness,timestep,solution
1,533.0880728874677,23:19:20.416,533.0880728874677
2,532.0880728899924,23:20:21.652,532.0880728899924
3,531.0880728925172,23:21:18.845,531.0880728925172
4,527.0880729026162,23:22:19.297,527.0880729026162
5,511.0880729430123,23:23:24.654,511.0880729430123
6,447.0880731045968,23:24:29.871,447.0880731045968
7,204191.08807375093,23:25:35.103,191.08807375093465
8,447.0345194182677,23:26:26.316,447.0345194182677
9,446.98098813816773,23:27:20.494,446.98098813816773
10,91319.03453094455,23:28:10.632,319.0345309445512
11,446.9509988821547,23:29:02.756,446.9509988821547
12,446.9210236844516,23:29:50.885,446.9210236844516
13,29382.9777773145,23:30:34.994,382.9777773145014
14,446.897516544103,23:31:15.087,446.897516544103
15,446.8740266873826,23:31:58.181,446.8740266873826
16,6414.925902000942,23:32:40.286,414.92590200094196
17,446.84564918509267,23:33:21.405,446.84564918509267
18,446.81732209469044,23:34:01.523,446.81732209469044
19,430.8716120478162,23:34:41.643,430.8716120478162
20,430.8645459813812,23:35:21.770,430.8645459813812
21,430.85748617735715,23:36:01.879,430.85748617735715
22,422.89169408914955,23:36:45.994,422.89169408914955
