iter,fitness,timestep,solution
1,465.99697090570254,23:19:20.395,465.99697090570254
2,464.9969709082273,23:20:19.615,464.9969709082273
3,463.99697091075205,23:21:15.749,463.99697091075205
4,459.9969709208511,23:22:16.251,459.9969709208511
5,443.9969709612472,23:23:21.484,443.9969709612472
6,31379.996971122833,23:24:23.689,379.99697112283167
7,443.9749418735262,23:25:33.139,443.9749418735262
8,443.9529279508272,23:26:23.267,443.9529279508272
9,8411.974949536829,23:27:17.401,411.97494953682946
10,443.9316097577409,23:28:07.565,443.9316097577409
11,443.91031998829976,23:28:57.689,443.91031998829976
12,427.9426347625646,23:29:42.820,427.9426347625646
13,427.9373211824684,23:30:27.951,427.9373211824684
14,427.9320111387813,23:31:08.081,427.9320111387813
15,419.9534803378054,23:31:48.187,419.9534803378054
16,464.65737065457205,23:32:48.362,464.65737065457205
17,434.68632166624354,23:33:30.512,434.68632166624354
18,424.8083186298495,23:34:14.642,424.8083186298495
19,421.5526786946398,23:34:56.796,421.5526786946398
20,420.47966916546653,23:35:36.945,420.47966916546653
21,420.12602150413727,23:36:21.077,420.12602150413727
22,420.00946460088176,23:37:02.191,420.00946460088176
23,419.97104921545036,23:37:39.302,419.97104921545036
24,419.95838809185545,23:38:14.430,419.95838809185545
25,419.95238195067543,23:39:07.563,419.95238195067543
