iter,fitness,timestep,solution
1,267129.0418060841,16:14:21.206,129.04180608409973
2,266130.7118060841,16:15:36.093,130.71180608409972
3,11407.931806084101,16:16:46.652,407.9318060841018
4,96311.17659039782,16:17:52.004,311.1765903978266
5,11407.915459144402,16:19:04.319,407.9154591444013
6,11407.899117729618,16:20:16.499,407.8991177296178
7,48359.537854063725,16:21:32.273,359.5378540637222
8,11407.88973673192,16:22:43.330,407.8897367319211
9,11407.880359374185,16:23:59.053,407.8803593741846
10,28383.709106718954,16:25:10.605,383.70910671895336
11,11407.875259226861,16:26:21.397,407.8752592268606
12,11407.870161232058,16:27:34.530,407.8701612320592
13,20395.789633975506,16:28:44.159,395.7896339755063
14,11407.867755007492,16:29:55.467,407.8677550074926
15,15401.827491858538,16:31:52.995,401.82749185853794
16,11407.863997286218,16:33:14.712,407.8639972862186
17,13404.845068648065,16:35:30.344,404.8450686480638
18,11407.861969822396,16:36:56.383,407.86196982239494
19,12406.353181579134,16:39:03.405,406.35318157913423
20,11407.860957006758,16:40:40.815,407.86095700675844
21,11407.041806084102,16:42:17.737,407.04180608410184
22,14403.481806084103,16:43:29.731,403.4818060841019
23,11407.041179245372,16:44:38.110,407.0411792453726
24,13405.261179355753,16:46:39.739,405.26117935575314
25,11407.040317747733,16:47:52.953,407.04031774773296
26,12406.15063114295,16:49:37.397,406.15063114294935
27,11407.039965552667,16:51:00.587,407.03996555266644
28,12406.595239674572,16:53:07.548,406.59523967457255
29,11407.03981888073,16:54:09.756,407.03981888072985
30,12406.817514616854,16:55:43.486,406.8175146168542
31,11407.039782230131,16:56:45.728,407.03978223013047
32,12406.928644759231,16:58:23.021,406.9286447592314
33,11407.039773069651,16:59:30.231,407.0397730696522
34,12406.984207998494,17:01:08.657,406.98420799849384
