generation,solution,fitness
1,"[-0.20591594026955273, 1.8609418670967153]",[-14.15560715038054]
1,"[1.0763459880052904, 0.5980437010964517]",[-19.977331531067524]
1,"[-0.9897983728184873, -0.9898848967047704]",[-12.168918338301168]
1,"[-1.341111885594113, 1.557685731885305]",[-12.428008457789467]
1,"[0.6068557812753559, 0.9905350317957522]",[-14.619093470594127]
1,"[-1.4756290962171543, 1.9298003207740275]",[-12.428008457789467]
1,"[1.4366765655056808, -0.7877650187837809]",[-10.905289856524297]
1,"[-0.8972256593850165, -0.8915595082086636]",[-12.168918338301168]
1,"[-0.4580891836331167, 0.33294151911547987]",[-20.109573185544562]
2,"[-0.4580891836331167, 0.33294151911547987]",[-20.109573185544562]
2,"[-0.44852081637410923, 0.33294151911547987]",[-20.109573185544562]
2,"[0.20198125107181225, 0.40027191714766386]",[-19.97844543516973]
2,"[1.0763459880052904, 0.5980437010964517]",[-19.977331531067524]
2,"[1.5313892385820882, 0.6874013381861507]",[-19.977331531067524]
2,"[-1.3263428583127603, 0.9444993887451903]",[-16.46008953449256]
2,"[-0.359370267801637, 0.8894466085000197]",[-16.46008953449256]
2,"[0.6068557812753559, 0.9905350317957522]",[-14.619093470594127]
2,"[-0.20591594026955273, 1.8609418670967153]",[-14.15560715038054]
3,"[-0.44924008227535567, 0.28933080560225655]",[-22.001455590290618]
3,"[-0.21634210872699008, 0.33294151911547987]",[-21.837171878135635]
3,"[1.4958275346705823, 0.2483746516961204]",[-21.706845263569413]
3,"[-0.4580891836331167, 0.33294151911547987]",[-20.109573185544562]
3,"[-0.44852081637410923, 0.33294151911547987]",[-20.109573185544562]
3,"[-0.7016987801742611, 0.6421623382088757]",[-20.109573185544562]
3,"[-0.34772955388337035, 0.7072159942143389]",[-20.109573185544562]
3,"[0.20198125107181225, 0.40027191714766386]",[-19.97844543516973]
3,"[0.20198125107181225, 0.3987313575224325]",[-19.97844543516973]
4,"[-0.44924008227535567, 0.28933080560225655]",[-22.001455590290618]
4,"[-0.44286595984472427, 0.29010323516382697]",[-22.001455590290618]
4,"[-0.21634210872699008, 0.33294151911547987]",[-21.837171878135635]
4,"[-0.2200918361636616, 0.4135208664066242]",[-21.837171878135635]
4,"[1.4958275346705823, 0.2483746516961204]",[-21.706845263569413]
4,"[1.7129718341651325, 0.2483746516961204]",[-21.706845263569413]
4,"[0.20198125107181225, 0.31046782959360525]",[-20.162447129180286]
4,"[-0.4580891836331167, 0.33294151911547987]",[-20.109573185544562]
4,"[-0.44852081637410923, 0.33294151911547987]",[-20.109573185544562]
5,"[-0.21634210872699008, 0.25640941661765926]",[-24.295279129200686]
5,"[-0.38974768579016167, 0.24343593087406]",[-24.207066238582513]
5,"[1.7582527649703992, 0.2433153631860277]",[-22.982602863494172]
5,"[-0.44924008227535567, 0.28933080560225655]",[-22.001455590290618]
5,"[-0.44286595984472427, 0.29010323516382697]",[-22.001455590290618]
5,"[-0.45186032430165723, 0.28933080560225655]",[-22.001455590290618]
5,"[-0.858908843022935, 0.28933080560225655]",[-22.001455590290618]
5,"[-0.21634210872699008, 0.33294151911547987]",[-21.837171878135635]
5,"[-0.2200918361636616, 0.4135208664066242]",[-21.837171878135635]
6,"[-0.21577499163805455, 0.24348615405218715]",[-25.934664931173586]
6,"[-0.21634210872699008, 0.25640941661765926]",[-24.295279129200686]
6,"[-0.38974768579016167, 0.24343593087406]",[-24.207066238582513]
6,"[1.7582527649703992, 0.2433153631860277]",[-22.982602863494172]
6,"[-0.39031480287909714, 0.2563591934395321]",[-22.567680436609614]
6,"[-0.44924008227535567, 0.28933080560225655]",[-22.001455590290618]
6,"[-0.44286595984472427, 0.29010323516382697]",[-22.001455590290618]
6,"[-0.45186032430165723, 0.28933080560225655]",[-22.001455590290618]
6,"[-0.858908843022935, 0.28933080560225655]",[-22.001455590290618]
7,"[-0.18263645403891166, 0.2151861508210749]",[-27.027371506437138]
7,"[-0.21577499163805455, 0.24348615405218715]",[-25.934664931173586]
7,"[-0.21634210872699008, 0.25640941661765926]",[-24.295279129200686]
7,"[-0.38974768579016167, 0.24343593087406]",[-24.207066238582513]
7,"[0.16966294138595364, 0.24323905067491672]",[-23.38165297853483]
7,"[1.7582527649703992, 0.2433153631860277]",[-22.982602863494172]
7,"[-0.39031480287909714, 0.2563591934395321]",[-22.567680436609614]
7,"[-0.32429133973713187, 0.2563591934395321]",[-22.567680436609614]
7,"[-0.44924008227535567, 0.28933080560225655]",[-22.001455590290618]
8,"[-0.18263645403891166, 0.2151861508210749]",[-27.027371506437138]
8,"[-0.21577499163805455, 0.24348615405218715]",[-25.934664931173586]
8,"[-0.20065080870694801, 0.24340774357696174]",[-25.934664931173586]
8,"[-0.21577499163805455, 0.2420680519404484]",[-25.934664931173586]
8,"[-0.21634210872699008, 0.25640941661765926]",[-24.295279129200686]
8,"[-0.38974768579016167, 0.24343593087406]",[-24.207066238582513]
8,"[-0.46399729012475505, 0.24348615405218715]",[-24.207066238582513]
8,"[0.13054506951121836, 0.24323905067491672]",[-23.648044167441896]
8,"[0.16966294138595364, 0.24323905067491672]",[-23.38165297853483]
9,"[-0.07710683018326792, 0.2420680519404484]",[-28.027849465629206]
9,"[-0.18263645403891166, 0.2151861508210749]",[-27.027371506437138]
9,"[-0.18205910807201173, 0.2151861508210749]",[-27.027371506437138]
9,"[-0.18263645403891166, 0.21633638065623795]",[-26.977055718386772]
9,"[-0.21577499163805455, 0.24348615405218715]",[-25.934664931173586]
9,"[-0.20065080870694801, 0.24340774357696174]",[-25.934664931173586]
9,"[-0.21577499163805455, 0.2420680519404484]",[-25.934664931173586]
9,"[-0.25070234472849967, 0.2420680519404484]",[-25.934664931173586]
9,"[-0.21634210872699008, 0.25640941661765926]",[-24.295279129200686]
10,"[-0.07710683018326792, 0.2420680519404484]",[-28.027849465629206]
10,"[-0.07683214067653316, 0.2420680519404484]",[-28.027849465629206]
10,"[-0.18263645403891166, 0.2151861508210749]",[-27.027371506437138]
10,"[-0.18205910807201173, 0.2151861508210749]",[-27.027371506437138]
10,"[-0.18263645403891166, 0.21633638065623795]",[-26.977055718386772]
10,"[-0.21577499163805455, 0.24348615405218715]",[-25.934664931173586]
10,"[-0.20065080870694801, 0.24340774357696174]",[-25.934664931173586]
10,"[-0.21577499163805455, 0.2420680519404484]",[-25.934664931173586]
10,"[-0.25070234472849967, 0.2420680519404484]",[-25.934664931173586]
11,"[-0.07710683018326792, 0.1317184149675832]",[-28.09511392465468]
11,"[-0.07710683018326792, 0.2420680519404484]",[-28.027849465629206]
11,"[-0.07683214067653316, 0.2420680519404484]",[-28.027849465629206]
11,"[-0.18263645403891166, 0.2151861508210749]",[-27.027371506437138]
11,"[-0.18205910807201173, 0.2151861508210749]",[-27.027371506437138]
11,"[-0.18263645403891166, 0.21633638065623795]",[-26.977055718386772]
11,"[-0.17890716344485783, 0.21600917179824888]",[-26.977055718386772]
11,"[-0.21577499163805455, 0.24348615405218715]",[-25.934664931173586]
11,"[-0.20065080870694801, 0.24340774357696174]",[-25.934664931173586]
12,"[0.02551131883339816, 0.13017142190384848]",[-54.55654065222212]
12,"[-0.07710683018326792, 0.1317184149675832]",[-28.09511392465468]
12,"[-0.07710683018326792, 0.2420680519404484]",[-28.027849465629206]
12,"[-0.07683214067653316, 0.2420680519404484]",[-28.027849465629206]
12,"[-0.07710683018326792, 0.10794111523214917]",[-27.790897503494392]
12,"[-0.18263645403891166, 0.2151861508210749]",[-27.027371506437138]
12,"[-0.18205910807201173, 0.2151861508210749]",[-27.027371506437138]
12,"[-0.18263645403891166, 0.21633638065623795]",[-26.977055718386772]
