generation,solution,fitness
1,"[-0.05352449451087948, 1.034485226120644]",[-19.10609824028336]
1,"[-1.549059713511472, -0.4649395721293381]",[-12.168918338301168]
1,"[-1.023025800901944, -1.2182320694594209]",[-12.168918338301168]
1,"[-0.881315507143905, -0.30987110434390863]",[-12.168918338301168]
1,"[-0.12618174876499855, 0.38337877638418205]",[-22.70270958741078]
1,"[-0.045731245987356894, 0.9085562440182597]",[-21.016664245663364]
1,"[-0.8160568452406033, 1.6005216489959633]",[-12.428008457789467]
1,"[-1.451224951804467, 0.8556377571870661]",[-16.46008953449256]
1,"[-0.05251003990061842, 0.45466773949888495]",[-24.666147896715366]
2,"[-0.05251003990061842, 0.45466773949888495]",[-24.666147896715366]
2,"[-0.12618174876499855, 0.38337877638418205]",[-22.70270958741078]
2,"[-0.1213744538126097, 0.38337877638418205]",[-22.70270958741078]
2,"[-0.05251003990061842, 0.8367137789903896]",[-21.737218312487364]
2,"[-0.0370359244688101, 0.9094132528329631]",[-21.421798992616615]
2,"[-0.045731245987356894, 0.9085562440182597]",[-21.016664245663364]
2,"[-0.04569197483145478, 0.9422003776143655]",[-21.016664245663364]
2,"[-1.4961209648032108, 0.4735917176955613]",[-20.109573185544562]
2,"[0.3136564797599295, 0.4366819899987361]",[-19.977331531067524]
3,"[-0.05251003990061842, 0.14325908567081708]",[-29.411696711066014]
3,"[-0.1213744538126097, 0.11113144576574291]",[-24.802606510484086]
3,"[-0.05251003990061842, 0.45466773949888495]",[-24.666147896715366]
3,"[-0.12618174876499855, 0.38337877638418205]",[-22.70270958741078]
3,"[-0.1213744538126097, 0.38337877638418205]",[-22.70270958741078]
3,"[-0.194694226877465, 0.4517859808908981]",[-21.837171878135635]
3,"[-0.05251003990061842, 0.8367137789903896]",[-21.737218312487364]
3,"[-0.0370359244688101, 0.9094132528329631]",[-21.421798992616615]
3,"[-0.045731245987356894, 0.9085562440182597]",[-21.016664245663364]
4,"[0.02634870435121675, 0.07473105525830226]",[-51.084167011195674]
4,"[-0.05251003990061842, 0.14325908567081708]",[-29.411696711066014]
4,"[-0.12535477625436342, 0.13936713158704622]",[-25.29404129798975]
4,"[-0.1213744538126097, 0.11113144576574291]",[-24.802606510484086]
4,"[-0.12618174876499855, 0.1067879595388401]",[-24.757637093626624]
4,"[-0.05251003990061842, 0.45466773949888495]",[-24.666147896715366]
4,"[-0.12618174876499855, 0.38337877638418205]",[-22.70270958741078]
4,"[-0.1213744538126097, 0.38337877638418205]",[-22.70270958741078]
4,"[-0.1213744538126097, 0.4416760590072542]",[-22.70270958741078]
5,"[0.02634870435121675, 0.07473105525830226]",[-51.084167011195674]
5,"[0.021761330204521277, 0.07473105525830226]",[-51.084167011195674]
5,"[-0.05251003990061842, 0.14803055373265078]",[-29.976193581551506]
5,"[-0.05207653972657964, 0.09984390507182615]",[-29.57000736505468]
5,"[-0.05251003990061842, 0.14325908567081708]",[-29.411696711066014]
5,"[-0.12535477625436342, 0.13936713158704622]",[-25.29404129798975]
5,"[-0.10530216060714806, 0.13936713158704622]",[-25.29404129798975]
5,"[-0.1213744538126097, 0.11113144576574291]",[-24.802606510484086]
5,"[-0.12567049593481344, 0.11113144576574291]",[-24.802606510484086]
6,"[0.030598335958596228, 0.07473105525830226]",[-51.16920194565972]
6,"[0.021761330204521277, 0.07661567876784153]",[-51.09093657389687]
6,"[0.02634870435121675, 0.07473105525830226]",[-51.084167011195674]
6,"[0.021761330204521277, 0.07473105525830226]",[-51.084167011195674]
6,"[0.02609038556479295, 0.07482695788211353]",[-51.084167011195674]
6,"[0.47659107789293, 0.04622608157597019]",[-41.21559169185928]
6,"[0.3038985173897246, 0.01808941012496071]",[-38.69517475915022]
6,"[-0.05251003990061842, 0.14803055373265078]",[-29.976193581551506]
6,"[-0.05207653972657964, 0.09984390507182615]",[-29.57000736505468]
7,"[0.030598335958596228, 0.08498389873803798]",[-51.481848058207206]
7,"[0.030598335958596228, 0.07473105525830226]",[-51.16920194565972]
7,"[0.021761330204521277, 0.07661567876784153]",[-51.09093657389687]
7,"[0.02634870435121675, 0.07473105525830226]",[-51.084167011195674]
7,"[0.021761330204521277, 0.07473105525830226]",[-51.084167011195674]
7,"[0.02609038556479295, 0.07482695788211353]",[-51.084167011195674]
7,"[0.026350403979246272, 0.07483697753865229]",[-51.084167011195674]
7,"[0.021761330204521277, 0.07483208445485039]",[-51.084167011195674]
7,"[0.026088685936763428, 0.07472103560176349]",[-51.084167011195674]
8,"[0.01177019902971687, 0.10296401218302814]",[-54.215815553684]
8,"[0.05194595748335462, 0.07448128117641184]",[-51.798082925033654]
8,"[0.1422397988620529, 0.06265975626963044]",[-51.71110148670638]
8,"[0.030598335958596228, 0.08498389873803798]",[-51.481848058207206]
8,"[0.03063433643392733, 0.08450044926879598]",[-51.481848058207206]
8,"[0.030598335958596228, 0.07473105525830226]",[-51.16920194565972]
8,"[0.021761330204521277, 0.07661567876784153]",[-51.09093657389687]
8,"[0.02634870435121675, 0.07473105525830226]",[-51.084167011195674]
8,"[0.021761330204521277, 0.07473105525830226]",[-51.084167011195674]
9,"[0.01177019902971687, 0.10296401218302814]",[-54.215815553684]
9,"[0.01177019902971687, 0.10270081929047646]",[-54.215815553684]
9,"[0.05214297952576008, 0.08546601022502873]",[-54.15770073978084]
9,"[0.05194595748335462, 0.07448128117641184]",[-51.798082925033654]
9,"[0.1422397988620529, 0.06265975626963044]",[-51.71110148670638]
9,"[0.1422397988620529, 0.06270044024920017]",[-51.71110148670638]
9,"[0.030598335958596228, 0.08498389873803798]",[-51.481848058207206]
9,"[0.03063433643392733, 0.08450044926879598]",[-51.481848058207206]
9,"[0.030598335958596228, 0.07473105525830226]",[-51.16920194565972]
10,"[0.06358881444789194, 0.10270102026214845]",[-57.51483631301551]
10,"[0.01177019902971687, 0.10296401218302814]",[-54.215815553684]
10,"[0.01177019902971687, 0.10270081929047646]",[-54.215815553684]
10,"[0.05214297952576008, 0.08546601022502873]",[-54.15770073978084]
10,"[0.05194595748335462, 0.08549781401195565]",[-54.15770073978084]
10,"[0.030598335958596228, 0.10241398182991644]",[-54.13853206158951]
10,"[0.1424631572718072, 0.0859087216325196]",[-53.30655418421633]
10,"[0.05194595748335462, 0.07448128117641184]",[-51.798082925033654]
10,"[0.1422397988620529, 0.06265975626963044]",[-51.71110148670638]
11,"[0.06358881444789194, 0.10270102026214845]",[-57.51483631301551]
11,"[0.06391733232753352, 0.10268783711411052]",[-57.51483631301551]
11,"[0.06358881444789194, 0.10093049279852866]",[-56.483337737970544]
11,"[0.01177019902971687, 0.10296401218302814]",[-54.215815553684]
11,"[0.01177019902971687, 0.10270081929047646]",[-54.215815553684]
11,"[0.013114511315547053, 0.10296401218302814]",[-54.215815553684]
11,"[0.05214297952576008, 0.08546601022502873]",[-54.15770073978084]
11,"[0.05194595748335462, 0.08549781401195565]",[-54.15770073978084]
11,"[0.030598335958596228, 0.10241398182991644]",[-54.13853206158951]
12,"[0.06358881444789194, 0.10270102026214845]",[-57.51483631301551]
12,"[0.06391733232753352, 0.10268783711411052]",[-57.51483631301551]
12,"[0.06358881444789194, 0.10295406348997034]",[-57.51483631301551]
12,"[0.03814135751776718, 0.10268783711411052]",[-56.81929117531041]
12,"[0.06358881444789194, 0.10093049279852866]",[-56.483337737970544]
12,"[0.01177019902971687, 0.10296401218302814]",[-54.215815553684]
12,"[0.01177019902971687, 0.10270081929047646]",[-54.215815553684]
12,"[0.013114511315547053, 0.10296401218302814]",[-54.215815553684]
12,"[0.010884392910716748, 0.10296478754760238]",[-54.215815553684]
13,"[0.06358881444789194, 0.10270102026214845]",[-57.51483631301551]
13,"[0.06391733232753352, 0.10268783711411052]",[-57.51483631301551]
13,"[0.06358881444789194, 0.10295406348997034]",[-57.51483631301551]
13,"[0.06370502122035954, 0.10295406348997034]",[-57.51483631301551]
13,"[0.06357559848296922, 0.10269251351063678]",[-57.51483631301551]
13,"[0.03814135751776718, 0.10268783711411052]",[-56.81929117531041]
13,"[0.03802515074529958, 0.10268783711411052]",[-56.81929117531041]
13,"[0.06358881444789194, 0.10093049279852866]",[-56.483337737970544]
13,"[0.01177019902971687, 0.10296401218302814]",[-54.215815553684]
14,"[0.117108350237734, 0.10268385453069064]",[-60.1940528391043]
14,"[0.13252570101053815, 0.10296272246991649]",[-59.00428881895688]
14,"[0.09528854841466108, 0.10268784090270167]",[-58.78418920921485]
14,"[0.06358881444789194, 0.10270102026214845]",[-57.51483631301551]
14,"[0.06391733232753352, 0.10268783711411052]",[-57.51483631301551]
14,"[0.06358881444789194, 0.10295406348997034]",[-57.51483631301551]
14,"[0.06370502122035954, 0.10295406348997034]",[-57.51483631301551]
14,"[0.06357559848296922, 0.10269251351063678]",[-57.51483631301551]
14,"[0.03814135751776718, 0.10268783711411052]",[-56.81929117531041]
15,"[0.117108350237734, 0.10268385453069064]",[-60.1940528391043]
15,"[0.11404738116155277, 0.10268385453069064]",[-59.553705380169376]
15,"[0.13252570101053815, 0.10296272246991649]",[-59.00428881895688]
15,"[0.09528854841466108, 0.10268784090270167]",[-58.78418920921485]
15,"[0.06358881444789194, 0.10270102026214845]",[-57.51483631301551]
15,"[0.06391733232753352, 0.10268783711411052]",[-57.51483631301551]
15,"[0.06358881444789194, 0.10295406348997034]",[-57.51483631301551]
15,"[0.06370502122035954, 0.10295406348997034]",[-57.51483631301551]
15,"[0.06357559848296922, 0.10269251351063678]",[-57.51483631301551]
16,"[0.117108350237734, 0.10268385453069064]",[-60.1940528391043]
16,"[0.11730558205126065, 0.10268385453069064]",[-60.1940528391043]
16,"[0.12358772684188084, 0.10296297276297094]",[-60.13601834274067]
16,"[0.13202984260831566, 0.1029586197226876]",[-59.90979012038588]
16,"[0.11404738116155277, 0.10268385453069064]",[-59.553705380169376]
16,"[0.13252570101053815, 0.10296272246991649]",[-59.00428881895688]
16,"[0.09528854841466108, 0.10268784090270167]",[-58.78418920921485]
16,"[0.09578440681688358, 0.10269194364993056]",[-58.78418920921485]
16,"[0.06358881444789194, 0.10270102026214845]",[-57.51483631301551]
17,"[0.117108350237734, 0.10268385453069064]",[-60.1940528391043]
17,"[0.11730558205126065, 0.10268385453069064]",[-60.1940528391043]
17,"[0.11698691531206055, 0.10268385453069064]",[-60.1940528391043]
17,"[0.12358772684188084, 0.10296297276297094]",[-60.13601834274067]
17,"[0.13202984260831566, 0.1029586197226876]",[-59.90979012038588]
17,"[0.11404738116155277, 0.10268385453069064]",[-59.553705380169376]
17,"[0.13252570101053815, 0.10296272246991649]",[-59.00428881895688]
17,"[0.09528854841466108, 0.10268784090270167]",[-58.78418920921485]
17,"[0.09578440681688358, 0.10269194364993056]",[-58.78418920921485]
18,"[0.117108350237734, 0.10268385453069064]",[-60.1940528391043]
18,"[0.11730558205126065, 0.10268385453069064]",[-60.1940528391043]
18,"[0.11698691531206055, 0.10268385453069064]",[-60.1940528391043]
18,"[0.11710769319414083, 0.10268385453069064]",[-60.1940528391043]
18,"[0.11729027763641589, 0.10268385453069064]",[-60.1940528391043]
18,"[0.12358772684188084, 0.10296297276297094]",[-60.13601834274067]
18,"[0.13202984260831566, 0.1029586197226876]",[-59.90979012038588]
18,"[0.11404738116155277, 0.10268385453069064]",[-59.553705380169376]
18,"[0.11404738116155277, 0.10295872816124048]",[-59.553705380169376]
19,"[0.117108350237734, 0.10268385453069064]",[-60.1940528391043]
19,"[0.11730558205126065, 0.10268385453069064]",[-60.1940528391043]
19,"[0.11698691531206055, 0.10268385453069064]",[-60.1940528391043]
19,"[0.11710769319414083, 0.10268385453069064]",[-60.1940528391043]
19,"[0.11729027763641589, 0.10268385453069064]",[-60.1940528391043]
19,"[0.1171076990771955, 0.10268385453069064]",[-60.1940528391043]
19,"[0.12358772684188084, 0.10296297276297094]",[-60.13601834274067]
19,"[0.13202984260831566, 0.1029586197226876]",[-59.90979012038588]
19,"[0.11404738116155277, 0.10268385453069064]",[-59.553705380169376]
